Sent.ID	Tree.Address	Author	Vb.Afun	Vb.pos	Sb.pos	Pnom.pos	Pnom.lemma	Sb.rank	Pnom.rank	Order	Length.subtree	Predication.Type	IsValid	Note	Century
a-tlg0016.tlg001-1.78-s5994-w0	Herodotus_Book1.tb.a.gz##538.0	Herodotus	Obj	v--pna---	n-s---ma-	a-s---ma-	προσδόκιμος	6	8	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.8-s5514-w0	Herodotus_Book1.tb.a.gz##58.0	Herodotus	Obj	v--pna---	p-s---fa-	a-s---fa-	καλός	4	8	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.48-s5773-w0	Herodotus_Book1.tb.a.gz##317.0	Herodotus	Obj	v--pna---	n-s---na-	a-s---na-	μόνος	18	16	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.152-s6538-w0	Herodotus_Book1.tb.a.gz##1082.0	Herodotus	Pred	v3siia---	p-p---nn-	v-pppenn-	πράσσω	19	20	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.38-s5723-w0	Herodotus_Book1.tb.a.gz##267.0	Herodotus	Obj	v--fnm--------	p2s----a-	a-s---ma-	ὀλιγοχρόνιος	25	26	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.90.2-s6098-w0	Herodotus_Book1.tb.a.gz##642.0	Herodotus	Obj	v3spia---	v--pna---	n-s---mn-	νόμος	29	33	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.183-s6746-w0	Herodotus_Book1.tb.a.gz##1290.0	Herodotus	Pred	v3spia---	n-s---mn-	d--------	κάτω	10	9	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.67-s5902-w0	Herodotus_Book1.tb.a.gz##446.0	Herodotus	Pred	v3ppia---	a-p---mn-	a-p---mn-	πρέσβυς	30	41	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.157-s6569-w0	Herodotus_Book1.tb.a.gz##1113.0	Herodotus	Obj	v--pna---	n-s---ma-	d--------	ἀγχοῦ	20	18	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.78-s5994-w0	Herodotus_Book1.tb.a.gz##538.0	Herodotus	Obj	v--pna---	n-s---ma-	n-s---ma-	παῖς	23	26	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.50-s5782-w0	Herodotus_Book1.tb.a.gz##326.0	Herodotus	Pred	v3spia---	n-p---nn-	n-s---mg-	χρυσός	11	10	P-Sb	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.4-s5482-w0	Herodotus_Book1.tb.a.gz##26.0	Herodotus	Obj	v--pna---	v--anm---	a-p---mg-	ἀνόητος	16	18	Sb-P	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.122.3-s6352-w0	Herodotus_Book1.tb.a.gz##896.0	Herodotus	Pred	v3siia---	n-s---fn-	a-p---nn-	πᾶς	26	24	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.207-s6935-w0	Herodotus_Book1.tb.a.gz##1479.0	Herodotus	Obj	v-sppana-	p-s---na-	n-s---na-	σφάλμα	16	19	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.146.1-s6511-w0	Herodotus_Book1.tb.a.gz##1055.0	Herodotus	Atr	v3spia---	p-s---nn-	p-p---md-	ὅς	17	11	P-Sb	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.174-s6684-w0	Herodotus_Book1.tb.a.gz##1228.0	Herodotus	Adv	v-sppafg-	n-s---fg-	a-s---mg-	περίρροος	27	30	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.201-s6899-w0	Herodotus_Book1.tb.a.gz##1443.0	Herodotus	Obj	v--pna---	n-s---na-	a-s---na-	Σκυθικός	9	5	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.80.4-s6007-w0	Herodotus_Book1.tb.a.gz##551.0	Herodotus	Adv	v3spsa---	a-s---nn-	a-s---nn-	ἄχρηστος	14	11	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.87.2-s6071-w0	Herodotus_Book1.tb.a.gz##615.0	Herodotus	Obj	v3spoa---	n-s---mn-	n-s---mn-	ἀνήρ	9	13	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.36-s5713-w0	Herodotus_Book1.tb.a.gz##257.0	Herodotus	Obj	v--pna---	v-pppamd-	a-p---mds	πρόθυμος	13	16	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.87.4-s6076-w0	Herodotus_Book1.tb.a.gz##620.0	Herodotus	Pred	v3siia---	v--anm---	a-s---nn-	φίλος	8	5	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.1-s5464-w0	Herodotus_Book1.tb.a.gz##8.0	Herodotus	Atr	v3siia---	n-s---mn-	p-p---md-	σφεῖς	13	11	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.180-s6725-w0	Herodotus_Book1.tb.a.gz##1269.0	Herodotus	Atr	v3spia---	n-s---nn-	n-s---mn-	Εὐφρήτης	9	11	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.82,3-s6018-w0	Herodotus_Book1.tb.a.gz##562.0	Herodotus	Obj	v--pna---	n-s---ma-	p-p---mg-	οὗτος	26	23	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.171-s6663-w0	Herodotus_Book1.tb.a.gz##1207.0	Herodotus	Obj	v--pna---	p-p---ma-	n-p---ma-	ἠπειρώτης	13	16	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.163-s6609-w0	Herodotus_Book1.tb.a.gz##1153.0	Herodotus	Atr	v3siia---	n-s---mn-	n-s---nn-	ὄνομα	18	14	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.120.4-s6335-w0	Herodotus_Book1.tb.a.gz##879.0	Herodotus	Adv	v--pna---	n-s---ma-	p-s---na-	οὐδείς	21	26	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.68-s5917-w0	Herodotus_Book1.tb.a.gz##461.0	Herodotus	Pred	v3siia---	a-s---fn-	v-srpefn-	καταστρέφω	6	10	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.199-s6893-w0	Herodotus_Book1.tb.a.gz##1437.0	Herodotus	Pred	v3spia---	n-s---mn-	d--------	ἐνιαχῇ	9	1	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.32-s5681-w0	Herodotus_Book1.tb.a.gz##225.0	Herodotus	Pred	v3spia---	p-s---mn-	a-s---mn-	δίκαιος	15	23	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.193-s6818-w0	Herodotus_Book1.tb.a.gz##1362.0	Herodotus	Pred	v3spia---	v-sppann-	p-s---nn-	οὗτος	12	18	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.125.2-s6379-w0	Herodotus_Book1.tb.a.gz##923.0	Herodotus	Pred	v3spia---	n-p---nn-	a-p---nn-	συχνός	5	4	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.207-s6937-w0	Herodotus_Book1.tb.a.gz##1481.0	Herodotus	Pred	v3spoa---	v--pne---	n-s---nn-	πρᾶγμα	18	14	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.160-s6600-w0	Herodotus_Book1.tb.a.gz##1144.0	Herodotus	Pred	v3siia---	n-s---mn-	v-sppemn-	γίγνομαι	3	7	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.93.5-s6140-w0	Herodotus_Book1.tb.a.gz##684.0	Herodotus	Obj	v--pna---	p-s---fa-	a-s---fa-	ἀείναος	8	11	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.184-s6755-w0	Herodotus_Book1.tb.a.gz##1299.0	Herodotus	Atr	v3siia---	n-s---fn-	n-s---nn-	ὄνομα	16	14	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.153-s6548-w0	Herodotus_Book1.tb.a.gz##1092.0	Herodotus	Pred	v3spia---	n-s---fn-	p-p---md-	σφεῖς	15	11	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.85.2-s6051-w0	Herodotus_Book1.tb.a.gz##595.0	Herodotus	Pred	---------	v--pna---	a-s---nnc	λωίων	7	5	P-Sb	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.32-s5671-w0	Herodotus_Book1.tb.a.gz##215.0	Herodotus	Pred	v3ppia---	a-p---mn-	a-p---mn-	εὐτυχής	9	14	Sb-P	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.79-s6001-w0	Herodotus_Book1.tb.a.gz##545.0	Herodotus	Pred	v3piia---	p-p---mn-	a-p---mn-	ἀγαθός	15	18	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.104.1-s6203-w0	Herodotus_Book1.tb.a.gz##747.0	Herodotus	Pred	v3spia---	v--ana---	a-s---nn-	πολύς	25	24	P-Sb	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.18-s5574-w0	Herodotus_Book1.tb.a.gz##118.0	Herodotus	Pred	v3siia---	n-s---mn-	v-sapamn-	συνάπτω	1	9	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.93.2-s6134-w0	Herodotus_Book1.tb.a.gz##678.0	Herodotus	Atr	v3spia---	n-s---nn-	n-s---nn-	χῶμα	20	21	Sb-P	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.148.1-s6521-w0	Herodotus_Book1.tb.a.gz##1065.0	Herodotus	Pred	v3spia---	n-s---fn-	n-s---fn-	ἄκρα	3	7	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.114.2-s6278-w0	Herodotus_Book1.tb.a.gz##822.0	Herodotus	Obj	v--pna---	l-s---ma-	n-s---ma-	ὀφθαλμός	15	20	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.89.2-s6089-w0	Herodotus_Book1.tb.a.gz##633.0	Herodotus	Pred	v3ppia---	n-p---mn-	a-p---mn-	ἀχρήματος	1	6	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.112.2-s6262-w0	Herodotus_Book1.tb.a.gz##806.0	Herodotus	Obj	v--pna---	v--pna---	a-s---mn-	οἷος	10	5	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.116.3-s6293-w0	Herodotus_Book1.tb.a.gz##837.0	Herodotus	Obj	v3spoa---	p-s---mn-	v-sapamn-	παραδίδωμι	37	40	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.88.3-s6084-w0	Herodotus_Book1.tb.a.gz##628.0	Herodotus	Pred	v3spia---	p-s---nn-	p-s---md-	ἐγώ	1	3	Sb-P	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.32-s5667-w0	Herodotus_Book1.tb.a.gz##211.0	Herodotus	Pred	v3spia---	n-s---mn-	n-s---fn-	συμφορά	6	7	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.194-s6832-w0	Herodotus_Book1.tb.a.gz##1376.0	Herodotus	Pred	v3spia---	n-p---nn-	a-p---nn-	σκύτινος	2	18	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.117.2-s6300-w0	Herodotus_Book1.tb.a.gz##844.0	Herodotus	Obj	v-sppama-	n-s---ma-	d--------	ἔνδον	7	8	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.148.1-s6520-w0	Herodotus_Book1.tb.a.gz##1064.0	Herodotus	Pred	v3spia---	n-s---nn-	n-s---mn-	χῶρος	3	7	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.171-s6654-w0	Herodotus_Book1.tb.a.gz##1198.0	Herodotus	Pred	v3ppia---	n-p---mn-	p-p---mg-	οὗτος	4	3	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.142.4-s6494-w0	Herodotus_Book1.tb.a.gz##1038.0	Herodotus	Pred	v3ppia---	n-p---fn-	a-p---fn-	ὑπόλοιπος	6	4	P-Sb	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.107.2-s6222-w0	Herodotus_Book1.tb.a.gz##766.0	Herodotus	Atr	v3siia---	n-p---ma-	n-s---nn-	ὄνομα	8	6	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.196-s6856-w0	Herodotus_Book1.tb.a.gz##1400.0	Herodotus	Atr	v3siia---	a-p---mn-	a-p---mn-	ἐπίγαμος	1	6	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.124.3-s6371-w0	Herodotus_Book1.tb.a.gz##915.0	Herodotus	Pred	v3spia---	v2spie---	p-s---md-	σύ	16	13	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.185-s6765-w0	Herodotus_Book1.tb.a.gz##1309.0	Herodotus	Adv	v3spoa---	n-s---mn-	a-s---mn-	βραδύς	19	20	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.60-s5846-w0	Herodotus_Book1.tb.a.gz##390.0	Herodotus	Obj	v--pna---	n-s---fa-	n-s---ma-	θεός	21	25	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.125.1-s6374-w0	Herodotus_Book1.tb.a.gz##918.0	Herodotus	Obj	v--pna---	p-p---na-	a-p---nas-----	καίριος	16	17	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.152-s6538-w0	Herodotus_Book1.tb.a.gz##1082.0	Herodotus	Atr	v3siia---	n-s---mn-	n-s---nn-	ὄνομα	33	31	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.203-s6910-w0	Herodotus_Book1.tb.a.gz##1454.0	Herodotus	Adv	v3spia---	p-s---fn-	a-s---fn-	εὐρύς	24	22	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.93.3-s6136-w0	Herodotus_Book1.tb.a.gz##680.0	Herodotus	Pred	v3piia---	n-p---mn-	d---------	ἄνω	1	13	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.192-s6809-w0	Herodotus_Book1.tb.a.gz##1353.0	Herodotus	Atr	v3spia---	p-s---fn-	a-s---fn-	ὅσος	12	11	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.179-s6720-w0	Herodotus_Book1.tb.a.gz##1264.0	Herodotus	Pred	v3spia---	n-s---mn-	d--------	ἔνθα	3	1	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.92.1-s6125-w0	Herodotus_Book1.tb.a.gz##669.0	Herodotus	Pred	v3siia---	p-p---nn-	v-pppann-	περίειμι1	1	8	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.126.1-s6384-w0	Herodotus_Book1.tb.a.gz##928.0	Herodotus	Pred	v3siia---	n-s---mn-	a-p---mn-	ἀκανθώδης	16	19	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.57-s5816-w0	Herodotus_Book1.tb.a.gz##360.0	Herodotus	Adv	v3spia---	v--pna---	n-s---nn-	χρεών	6	3	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.77-s5987-w0	Herodotus_Book1.tb.a.gz##531.0	Herodotus	Atr	v3siia---	p-s---mn-	a-s---mn-	ξενικός	9	12	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.185-s6761-w0	Herodotus_Book1.tb.a.gz##1305.0	Herodotus	Atr	v3spia---	p-s---na-	a-s---na-	ὅσος	22	21	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.175-s6692-w0	Herodotus_Book1.tb.a.gz##1236.0	Herodotus	Pred	v3piia---	n-p---mn-	v-pppamn-	οἰκέω	3	4	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.119.2-s6314-w0	Herodotus_Book1.tb.a.gz##858.0	Herodotus	Pred	v3siia---	n-s---mn-	p-s---md-	ἕ	9	8	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.4-s5482-w0	Herodotus_Book1.tb.a.gz##26.0	Herodotus	Obj	v--pna---	v--pna---	n-s---na-	ἔργον	4	9	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.34-s5687-w0	Herodotus_Book1.tb.a.gz##231.0	Herodotus	Atr	---------	a-s---mn-	a-s---mn-	πρότερος	20	26	Sb-P	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.98.5-s6181-w0	Herodotus_Book1.tb.a.gz##725.0	Herodotus	Pred	v3ppia---	n-p---mn-	a-p---mn-	λευκός	7	9	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.8-s5507-w0	Herodotus_Book1.tb.a.gz##51.0	Herodotus	Pred	v3siia---	n-s---mn-	v-sppemn-	ἀρέσκω	11	14	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.160-s6598-w0	Herodotus_Book1.tb.a.gz##1142.0	Herodotus	Pred	v3spia---	n-s---mn-	n-s---mg-	Ἀταρνεύς	6	3	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.56-s5811-w0	Herodotus_Book1.tb.a.gz##355.0	Herodotus	Pred	---------	l-s---nn-	a-s---nn-	πολυπλάνητος	8	10	Sb-P	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.114.2-s6278-w0	Herodotus_Book1.tb.a.gz##822.0	Herodotus	Obj	v--pna---	l-p---ma-	a-p---ma-	δορυφόρος	10	12	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.191-s6798-w0	Herodotus_Book1.tb.a.gz##1342.0	Herodotus	Obj	v3siia---	a-s---nn-	p-s---nn-	ὅς	14	13	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.191-s6807-w0	Herodotus_Book1.tb.a.gz##1351.0	Herodotus	Obj	v-sppafa-	n-s---fa-	p-p---md-	σφεῖς	36	34	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.39-s5730-w0	Herodotus_Book1.tb.a.gz##274.0	Herodotus	Pred	v3spia---	v--pna---	a-s---nn-	δίκαιος	15	13	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.125.3-s6381-w0	Herodotus_Book1.tb.a.gz##925.0	Herodotus	Pred	v3ppia---	n-p---mn-	a-p---mn-	ἄριστος	2	4	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.61-s5855-w0	Herodotus_Book1.tb.a.gz##399.0	Herodotus	Atr	v3siia---	n-s---nn-	n-s---mn-	Λύγδαμις	17	19	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.185-s6757-w0	Herodotus_Book1.tb.a.gz##1301.0	Herodotus	Atr	v3siia---	n-s---fn-	n-s---nn-	ὄνομα	12	10	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.32-s5673-w0	Herodotus_Book1.tb.a.gz##217.0	Herodotus	Pred	v3spia---	l-s---mn-	a-s---mnc	δυνατός	1	10	Sb-P	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.109.3-s6235-w0	Herodotus_Book1.tb.a.gz##779.0	Herodotus	Adv	v3spia---	n-s---mn-	a-s---mn-	συγγενής	15	12	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.178-s6709-w0	Herodotus_Book1.tb.a.gz##1253.0	Herodotus	Pred	v3spia---	n-s---nn-	p-s---nn-	τοσοῦτος	16	17	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.93.2-s6134-w0	Herodotus_Book1.tb.a.gz##678.0	Herodotus	Pred	v3spia---	n-s---nn-	d--------	αὐτόθι	7	2	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.155-s6554-w0	Herodotus_Book1.tb.a.gz##1098.0	Herodotus	Pred	v3sfim---	n-s---nn-	p-s---nn-	τίς	5	3	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.192-s6812-w0	Herodotus_Book1.tb.a.gz##1356.0	Herodotus	Pred	v3spia---	n-s---fn-	a-s---fn-	τριτημόριος	5	2	P-Sb	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.186-s6774-w0	Herodotus_Book1.tb.a.gz##1318.0	Herodotus	Pred	v3siia---	n-s---fn-	v-srpefn-	κατασκευάζω	44	46	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.98.4-s6177-w0	Herodotus_Book1.tb.a.gz##721.0	Herodotus	Adv	v3spia---	a-s---mn-	a-s---mnc	ὑψηλός	9	17	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.98.5-s6181-w0	Herodotus_Book1.tb.a.gz##725.0	Herodotus	Pred	v3ppia---	n-p---mn-	a-p---mn-	κυάνεος	35	23	P-Sb	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.114.1-s6277-w0	Herodotus_Book1.tb.a.gz##821.0	Herodotus	Obj	v--pna---	p-s---ma-	n-s---ma-	βασιλεύς	9	7	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.17-s5566-w0	Herodotus_Book1.tb.a.gz##110.0	Herodotus	Adv	v3siia---	n-s---mn-	a-s---mn-	ἁδρός	7	8	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.38-s5727-w0	Herodotus_Book1.tb.a.gz##271.0	Herodotus	Obj	v--pna---	a-s---ma-	p-s---md-	ἐγώ	4	10	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.56-s5810-w0	Herodotus_Book1.tb.a.gz##354.0	Herodotus	Pred	v3siia---	p-p---nn-	v-prpenn-	προκρίνω	1	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.156-s6566-w0	Herodotus_Book1.tb.a.gz##1110.0	Herodotus	Obj	---------	p-p---na-	a-p---nac-----	αἱρετός	9	8	P-Sb	subtree	#Reconstructed	0	annotation error	5th
a-tlg0016.tlg001-1.93.5-s6142-w0	Herodotus_Book1.tb.a.gz##686.0	Herodotus	Pred	v3spia---	p-s---nn-	p-s---nn-	τοιοῦτος	1	4	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.196-s6849-w0	Herodotus_Book1.tb.a.gz##1393.0	Herodotus	Pred	v3spia---	n-s---fn-	p-s---fn-	οὗτος	5	1	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.17-s5570-w0	Herodotus_Book1.tb.a.gz##114.0	Herodotus	Adv	v--pna---	n-s---nn-	n-s---fg-	ἐφέδρα	12	9	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.143.1-s6498-w0	Herodotus_Book1.tb.a.gz##1042.0	Herodotus	Pred	v3piia---	n-p---mn-	n-p---mn-	ναυβάτης	11	12	Sb-P	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.172-s6667-w0	Herodotus_Book1.tb.a.gz##1211.0	Herodotus	Pred	v3ppia---	n-p---mn-	a-p---mn-	αὐτόχθων	3	4	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.1-s5463-w0	Herodotus_Book1.tb.a.gz##7.0	Herodotus	Obj	v--pna---	n-s---na-	n-s---fa-	̓Ιώ	4	14	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.163-s6607-w0	Herodotus_Book1.tb.a.gz##1151.0	Herodotus	Pred	v3ppia---	p-p---mn-	v-papamn-	καταδείκνυμι	24	27	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.192-s6813-w0	Herodotus_Book1.tb.a.gz##1357.0	Herodotus	Pred	v3spia---	n-s---fn-	a-s---fn-	κράτιστος	3	20	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.147.2-s6517-w0	Herodotus_Book1.tb.a.gz##1061.0	Herodotus	Pred	v3ppia---	a-p---mn-	n-p---mn-	Ἴωνες	3	4	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.68-s5911-w0	Herodotus_Book1.tb.a.gz##455.0	Herodotus	Obj	---------	n-s---nn-	n-s---na-	πῆμα	27	29	Sb-P	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.39-s5729-w0	Herodotus_Book1.tb.a.gz##273.0	Herodotus	Pred	---------	v--pna---	n-s---fn-	συγγνώμη	15	1	P-Sb	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.144.1-s6503-w0	Herodotus_Book1.tb.a.gz##1047.0	Herodotus	Atr	v-sfpmfg-	l-s---fg-	n-s---fg-	πεντάπολις	5	6	Sb-P	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.146.1-s6511-w0	Herodotus_Book1.tb.a.gz##1055.0	Herodotus	Pred	v3ppia---	n-p---mn-	n-s---fn-	μοῖρα	2	9	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.144.3-s6505-w0	Herodotus_Book1.tb.a.gz##1049.0	Herodotus	Atr	v3siia---	n-s---mn-	n-s---nn-	ὄνομα	8	6	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.94.6-s6151-w0	Herodotus_Book1.tb.a.gz##695.0	Herodotus	Atr	v3siia---	a-p---nn-	a-p---nn-	χρηστός	22	25	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.172-s6669-w0	Herodotus_Book1.tb.a.gz##1213.0	Herodotus	Pred	v3spia---	v--pne---	a-s---nn-	καλός	11	3	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.138.1-s6463-w0	Herodotus_Book1.tb.a.gz##1007.0	Herodotus	Pred	v3srie---	v--pna---	a-p---na-	δεύτερος	11	8	P-Sb	subtree	#Reconstructed	0	annotation error	5th
a-tlg0016.tlg001-1.143.2-s6499-w0	Herodotus_Book1.tb.a.gz##1043.0	Herodotus	Adv	v-sppamg-	n-s---ng-	a-s---ng-	ἀσθενής	20	13	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.51-s5794-w0	Herodotus_Book1.tb.a.gz##338.0	Herodotus	Obj	v--pna---	p-s---na-	n-s---fa-	εἰκών	26	32	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.96.1-s6159-w0	Herodotus_Book1.tb.a.gz##703.0	Herodotus	Atr	v3siia---	n-s---mn-	n-s---nn-	ὄνομα	10	8	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.27-s5623-w0	Herodotus_Book1.tb.a.gz##167.0	Herodotus	Adv	v-pppang-	a-p---ng-	a-p---ng-	ἑτοῖμος	4	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.32-s5670-w0	Herodotus_Book1.tb.a.gz##214.0	Herodotus	Pred	v3spia---	a-s---mn-	a-s---mnc	ὄλβιος	6	12	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.185-s6759-w0	Herodotus_Book1.tb.a.gz##1303.0	Herodotus	Pred	v3spia---	n-s---fn-	n-s---nn-	ὄνομα	13	4	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.196-s6853-w0	Herodotus_Book1.tb.a.gz##1397.0	Herodotus	Atr	v3siia---	p-s---fn-	a-s---fns	εὐειδής	14	18	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.32-s5678-w0	Herodotus_Book1.tb.a.gz##222.0	Herodotus	Pred	v3spia---	p-s---fn-	a-s---fn-	ἄριστος	8	9	Sb-P	subtree	#Reconstructed			5th
a-tlg0016.tlg001-1.60-s5841-w0	Herodotus_Book1.tb.a.gz##385.0	Herodotus	Pred	v3siia---	n-s---fn-	a-s---mn-	εὐειδής	7	22	Sb-P	subtree	εἰμί			5th
