Sent.ID	Tree.Address	Author	Vb.Afun	Vb.pos	Sb.pos	Pnom.pos	Pnom.lemma	Sb.rank	Pnom.rank	Order	Length.subtree	Predication.Type	IsValid	Note	Century
a-tlg0016.tlg001-1.155-s6556-w0	Herodotus_Book1.tb.a.gz##1100.0	Herodotus	Obj	v3spsa---	v--ane---	n-s---nn-	ἄριστον	5	3	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.195-s6848-w0	Herodotus_Book1.tb.a.gz##1392.0	Herodotus	Pred	v3spia---	v--pna---	n-s---mn-	νόμος	8	6	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.91.1-s6106-w0	Herodotus_Book1.tb.a.gz##650.0	Herodotus	Pred	v3spia---	v--ana---	a-p---nn-	ἀδύνατος	6	4	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.126.6-s6394-w0	Herodotus_Book1.tb.a.gz##938.0	Herodotus	Obj	v--pna---	n-p---ma-	a-p---mac	φαῦλος	16	20	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.66-s5894-w0	Herodotus_Book1.tb.a.gz##438.0	Herodotus	Pred	v3piia---	n-p---fn-	a-p---fn-	σῶς	3	13	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.84.3-s6041-w0	Herodotus_Book1.tb.a.gz##585.0	Herodotus	Atr	v3siia---	n-s---nn-	a-s---nn-	ἐπίμαχος	14	12	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.119.7-s6321-w0	Herodotus_Book1.tb.a.gz##865.0	Herodotus	Obj	v--pna---	a-s---na-	a-s---na-	ἀρεστός	9	7	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.96.2-s6164-w0	Herodotus_Book1.tb.a.gz##708.0	Herodotus	Obj	v3spoa---	n-s---mn-	n-s---mn-	ἀνήρ	35	37	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.55-s5805-w0	Herodotus_Book1.tb.a.gz##349.0	Herodotus	Obj	v3sfim---	n-s---fn-	a-s---fn-	πολυχρόνιος	11	8	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.51-s5792-w0	Herodotus_Book1.tb.a.gz##336.0	Herodotus	Pred	v3spia---	p-s---nn-	n-s---mg-	Κροῖσος	4	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.72-s5948-w0	Herodotus_Book1.tb.a.gz##492.0	Herodotus	Pred	v3spia---	p-s---mn-	n-s---mn-	αὐχήν	4	3	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.98.1-s6171-w0	Herodotus_Book1.tb.a.gz##715.0	Herodotus	Pred	v3siia---	n-s---mn-	a-s---mn-	πολύς	9	11	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.98.5-s6181-w0	Herodotus_Book1.tb.a.gz##725.0	Herodotus	Pred	v3ppia---	n-p---mn-	a-p---mn-	μέλας	33	14	P-Sb	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.105.3-s6210-w0	Herodotus_Book1.tb.a.gz##754.0	Herodotus	Pred	v3spia---	n-s---nn-	a-s---nns	ἀρχαῖος	5	13	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.153-s6545-w0	Herodotus_Book1.tb.a.gz##1089.0	Herodotus	Atr	v3spia---	n-s---mn-	v-srpemn-	ἀποδέχομαι	9	14	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.204-s6919-w0	Herodotus_Book1.tb.a.gz##1463.0	Herodotus	Pred	v3siia---	n-s---nn-	a-s---nn-	ἀμήχανος	11	7	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.159-s6585-w0	Herodotus_Book1.tb.a.gz##1129.0	Herodotus	Atr	v3siia---	n-p---nn-	v-prpenn-	νοσσεύω	14	12	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.180-s6732-w0	Herodotus_Book1.tb.a.gz##1276.0	Herodotus	Pred	v3piia---	p-p---fn-	a-p---fn-	χάλκεος	4	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.111.3-s6254-w0	Herodotus_Book1.tb.a.gz##798.0	Herodotus	Obj	v--pna---	n-s---ma-	v-sapmma-	ἐπιτίθημι	24	28	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.196-s6855-w0	Herodotus_Book1.tb.a.gz##1399.0	Herodotus	Sb	v1siia---	a-p---mn-	a-p---mn-	ἐπίγαμος	5	8	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.5-s5493-w0	Herodotus_Book1.tb.a.gz##37.0	Herodotus	Atr	v3siia---	p-p---nn-	a-d---fn-	μέγας	1	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.115.2-s6286-w0	Herodotus_Book1.tb.a.gz##830.0	Herodotus	Atr	v3siia---	p-s---mn-	p-p---mg-	ὅς	11	9	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.126.4-s6389-w0	Herodotus_Book1.tb.a.gz##933.0	Herodotus	Obj	v--pna---	a-s---na-	a-s---na-	πολύς	8	4	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.153-s6543-w0	Herodotus_Book1.tb.a.gz##1087.0	Herodotus	Obj	v-pppamn-	n-p---mn-	p-p---mn-	τις	15	13	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.173-s6673-w0	Herodotus_Book1.tb.a.gz##1217.0	Herodotus	Pred	v3siia---	p-s---fn-	n-s---mn-	Μιλυάς	7	11	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.195-s6843-w0	Herodotus_Book1.tb.a.gz##1387.0	Herodotus	Pred	v3spia---	n-p---nn-	p-p---nn-	τοιοῦτος	4	7	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.163-s6612-w0	Herodotus_Book1.tb.a.gz##1156.0	Herodotus	Pnom	v3spia---	p-s---nn-	n-p---mg-	λίθος	13	16	Sb-P	subtree	#Reconstructed	0	gapping	5th
a-tlg0016.tlg001-1.134.2-s6445-w0	Herodotus_Book1.tb.a.gz##989.0	Herodotus	Obj	v--pna---	p-p---ma-	a-p---ma-	ἄριστος	12	18	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.179-s6718-w0	Herodotus_Book1.tb.a.gz##1262.0	Herodotus	Pred	v3spia---	n-p---fa-	v-sppafn-	ἀπέχω	4	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.86.6-s6067-w0	Herodotus_Book1.tb.a.gz##611.0	Herodotus	Obj	v3spoa---	p-s---nn-	v-sppann-	ἔχω	42	48	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.35-s5694-w0	Herodotus_Book1.tb.a.gz##238.0	Herodotus	Pred	v3spia---	n-s---fn-	a-s---fn-	παραπλήσιος	5	3	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.194-s6831-w0	Herodotus_Book1.tb.a.gz##1375.0	Herodotus	Obj	v3spia---	n-s---nn-	a-s---nn-	μέγας	4	5	Sb-P	subtree	εἰμί			5th
a-tlg0016.tlg001-1.186-s6768-w0	Herodotus_Book1.tb.a.gz##1312.0	Herodotus	Pred	v3siia---	p-s---nn-	a-s---nn-	ὀχληρός	40	39	P-Sb	subtree	εἰμί			5th
a-tlg0016.tlg001-1.143.1-s6497-w0	Herodotus_Book1.tb.a.gz##1041.0	Herodotus	Pred	v3siia---	p-s---nn-	a-s---nn-	δεινός	24	23	P-Sb	subtree	εἰμί			5th
a-tlg0543.tlg001-9.10.6-s26161-w0	Polybius_Book9.tb.a.gz##82.0	Polybius	Atr	v3spia---	p-s---nn-	a-s---nns	φοβερός	23	26	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.13.8-s26197-w0	Polybius_Book9.tb.a.gz##118.0	Polybius	Adv	v3sria---	v3pppann_	a-p---nn-	δυνατός	20	22	Sb-P	subtree	#Reconstructed	0	gapping	2nd
a-tlg0543.tlg001-9.39.3-s26476-w0	Polybius_Book9.tb.a.gz##397.0	Polybius	Atr	v3spia---	v--pna---	v-srpann-	εἰκός	19	17	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.1-s12253-w0	Polybius_Book1.tb.a.gz##2.0	Polybius	Obj	v--pna---	n-s---fa-	n-s---ma-	διδάσκαλος	54	41	P-Sb	subtree	#Reconstructed	0	gapping. note that we have a double nominal: φανερὸν ὡς (sbj after an auxc)	2nd
a-tlg0543.tlg001-1.22-s12491-w0	Polybius_Book1.tb.a.gz##240.0	Polybius	Obj	v--pna---	n-s---ma-	d--------	μακράν	44	39	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.29.9-s26363-w0	Polybius_Book9.tb.a.gz##284.0	Polybius	Pred	v3spia---	p-s---mn-	n-s---mn-	τρόπος	6	8	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.20.2-s26265-w0	Polybius_Book9.tb.a.gz##186.0	Polybius	Pred	v3spia---	n-s---mn-	a-s---mn-	ἀναγκαῖος	20	17	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.21.5-s28819-w0	Polybius_Book10.tb.a.gz##208.0	Polybius	Pred	v3siia---	v--pna---	n-s---nn-	ἀναγκαῖον	34	28	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.35-s12666-w0	Polybius_Book1.tb.a.gz##415.0	Polybius	Sb	v--pna---	l-s---ma-	a-s---nac-----	ἐναργής	29	25	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.11.6-s28703-w0	Polybius_Book10.tb.a.gz##92.0	Polybius	Obj	v-sppafa-	n-s---fa-	a-s---fa-	δυνατός	6	3	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.35-s12668-w0	Polybius_Book1.tb.a.gz##417.0	Polybius	Obj	v--pna---	n-s---fa-	n-s---fa-	παιδεία	16	5	P-Sb	subtree	#Reconstructed	0 annotation error		2nd
a-tlg0543.tlg001-1.59-s12924-w0	Polybius_Book1.tb.a.gz##673.0	Polybius	Pred	v3siia---	v-sppann-	n-s---fn-	ψυχομαχία	6	7	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.79-s13136-w0	Polybius_Book1.tb.a.gz##885.0	Polybius	Obj	v--pna---	v--pna---	a-s---na-	ἀναγκαῖος	14	11	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.27.10-s28864-w0	Polybius_Book10.tb.a.gz##253.0	Polybius	Sb	v--pna---	n-p---fa-	a-p---fa-	ἀργύρεος	44	45	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.14.5-s26204-w0	Polybius_Book9.tb.a.gz##125.0	Polybius	Atr	?	n-s---nn-	a-s---nn-	μέγας	22	24	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.36.12-s26448-w0	Polybius_Book9.tb.a.gz##369.0	Polybius	Pred	v3spia---	v--pna---	a-s---nn-	ὅσιος	11	5	P-Sb	subtree	εἰμί	0	gapping	2nd
a-tlg0543.tlg001-9.14.6-s26206-w0	Polybius_Book9.tb.a.gz##127.0	Polybius	Pred	v3siia---	n-s---fn-	a-s---fn-	κοινός	24	18	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.46-s12794-w0	Polybius_Book1.tb.a.gz##543.0	Polybius	Adv	v3siia---	v--pna---	a-s---nn-	δυνατός	18	14	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.11.4-s26177-w0	Polybius_Book9.tb.a.gz##98.0	Polybius	Adv	v-sppafg-	n-s---fg-	a-s---fg_	τοιοῦτος	6	3	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.31.8-s28905-w0	Polybius_Book10.tb.a.gz##294.0	Polybius	Pred	v3piia---	n-p---fn-	a-p---fn-	τρισσός	1	4	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.44.2-s29048-w0	Polybius_Book10.tb.a.gz##437.0	Polybius	Obj	v--pna---	n-s---na-	n-p---mg-	πῆχυς	6	8	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.36.12-s26448-w0	Polybius_Book9.tb.a.gz##369.0	Polybius	Adv	v3spia---	v--pna---	a-s---nn-	ἀνόσιος	18	14	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.18.2-s26244-w0	Polybius_Book9.tb.a.gz##165.0	Polybius	Sb	v--pna---	n-p---fa-	a-p---fa-	βραχύς	16	12	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.42-s12751-w0	Polybius_Book1.tb.a.gz##500.0	Polybius	Atr	v3spia---	n-s---mn-	v-sppemn-	δέω2	39	41	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.25.1-s28841-w0	Polybius_Book10.tb.a.gz##230.0	Polybius	Obj	v--pna---	v-sppena-	a-s---nas	ὅμοιος	5	6	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.54-s12875-w0	Polybius_Book1.tb.a.gz##624.0	Polybius	Adv	v--pna---	a-p---ma-	d--------	σύνεγγυς	31	28	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.44.1-s26516-w0	Polybius_Book9.tb.a.gz##437.0	Polybius	Sb	v--pna---	v-pppama-	n-p---ma-	σύμμαχος	8	18	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.43.10-s29044-w0	Polybius_Book10.tb.a.gz##433.0	Polybius	Pred	v3spia---	v--anm---	a-s---nn-	δυνατός	13	14	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.43.6-s26515-w0	Polybius_Book9.tb.a.gz##436.0	Polybius	Adv	v-sppamg-	n-s---mg-	a-s---mgs	ταπεινός	22	19	P-Sb	subtree	#Reconstructed		genitive absolute	2nd
a-tlg0543.tlg001-1.4-s12282-w0	Polybius_Book1.tb.a.gz##31.0	Polybius	Pred	---------	v--ana---	a-s---nn-	οἷος	13	11	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.30.5-s26370-w0	Polybius_Book9.tb.a.gz##291.0	Polybius	Obj	v--pna---	p-s---ma-	n-s---ma-	πόλεμος	25	27	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.44.3-s29049-w0	Polybius_Book10.tb.a.gz##438.0	Polybius	Obj	v--pna---	n-s---na-	n-s---fa-	περιγραφή	26	28	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.57-s12908-w0	Polybius_Book1.tb.a.gz##657.0	Polybius	Pred	v3siia---	p-s---nn-	a-s---nn-	αἴτιος	1	2	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.15-s12406-w0	Polybius_Book1.tb.a.gz##155.0	Polybius	Obj	v--pna---	p-p---ma-	n-s---fn-	ἀνάγκη	24	2	P-Sb	subtree	#Reconstructed	0	annotation error (coordinated nominals)	2nd
a-tlg0543.tlg001-9.12.3-s26181-w0	Polybius_Book9.tb.a.gz##102.0	Polybius	Pred	v3spia---	v--ana---	a-s---nn-	χαλεπός	20	21	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-10.30.5-s28888-w0	Polybius_Book10.tb.a.gz##277.0	Polybius	Pred	v3siia---	n-s---fn-	a-s---fn-	ἀδύνατος	28	21	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.13.10-s28729-w0	Polybius_Book10.tb.a.gz##118.0	Polybius	Pred	v3siia---	p-s---nn-	a-s---nn-	ἱκανός	6	7	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.28-s12587-w0	Polybius_Book1.tb.a.gz##336.0	Polybius	Pred	v3siia---	v-sppenn-	a-s---nn-	παραπλήσιος	6	1	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.15.5-s26216-w0	Polybius_Book9.tb.a.gz##137.0	Polybius	Pred	v3spia---	v--pna---	a-s---nn-	οἷος	7	3	P-Sb	subtree	#Reconstructed		Review!	2nd
a-tlg0543.tlg001-1.38-s12703-w0	Polybius_Book1.tb.a.gz##452.0	Polybius	Apos	---------	p-s---nn-	n-s---nn-	ῥαίδιον	9	12	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-10.2.4-s28624-w0	Polybius_Book10.tb.a.gz##13.0	Polybius	Sb	v3spia---	v-sppenn-	a-s---nn-	ὑγιής	7	4	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.57-s12902-w0	Polybius_Book1.tb.a.gz##651.0	Polybius	Pred	v3spia---	v--pna---	a-s---nn-	δυνατός	34	47	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.4-s12281-w0	Polybius_Book1.tb.a.gz##30.0	Polybius	Atr	---------	l-s---na-	a-s---na-	οἷος	23	22	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-10.15.6-s28748-w0	Polybius_Book10.tb.a.gz##137.0	Polybius	Pred	v3siia---	p-s---nn-	a-s---nn-	πολύς	7	5	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.2.4-s26089-w0	Polybius_Book9.tb.a.gz##10.0	Polybius	Obj	v--pna---	v--ana---	a-s---na-	συμβατός	27	18	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.21.4-s28818-w0	Polybius_Book10.tb.a.gz##207.0	Polybius	Pred	v3spia---	v--pna---	v-srpann-	ἔοικα	24	25	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-1.58-s12917-w0	Polybius_Book1.tb.a.gz##666.0	Polybius	Pred	v3siia---	n-p---nn-	a-p---nn-	παραπλήσιος	3	6	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.7.6-s28669-w0	Polybius_Book10.tb.a.gz##58.0	Polybius	Adv	v--pna---	a-p---ma-	a-p---ma-	πολλαπλάσιος	35	32	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.23.9-s28834-w0	Polybius_Book10.tb.a.gz##223.0	Polybius	Obj	v--pna---	p-s---na-	a-s---nac	ἀναγκαῖος	46	47	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.49-s12825-w0	Polybius_Book1.tb.a.gz##574.0	Polybius	Adv	v-sppamg-	n-s---mg-	d--------	σύνεγγυς	33	34	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.10.11-s26168-w0	Polybius_Book9.tb.a.gz##89.0	Polybius	Pred	v1siia---	v--anm---	a-s---nn-	οἷος	8	3	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-1.14-s12388-w0	Polybius_Book1.tb.a.gz##137.0	Polybius	Adv	v3spia---	v--pna---	a-s---nn-	δυνατός	33	31	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.10.13-s26170-w0	Polybius_Book9.tb.a.gz##91.0	Polybius	Obj	v--pna---	n-p---fa-	n-s---ma-	κόσμος	28	20	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.2.1-s28622-w0	Polybius_Book10.tb.a.gz##11.0	Polybius	Obj	v--pna---	v--ana---	a-s---na-	ἀναγκαῖος	25	22	P-Sb	subtree	#Reconstructed	0	annotation error	2nd
a-tlg0543.tlg001-1.67-s13007-w0	Polybius_Book1.tb.a.gz##756.0	Polybius	Pred	---------	v--pna---	a-s---nnc	ἀδύνατος	5	22	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.26.10-s26318-w0	Polybius_Book9.tb.a.gz##239.0	Polybius	Pred	v3spia---	v--anm---	a-s---nn-	δυσχερής	6	5	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-1.80-s13150-w0	Polybius_Book1.tb.a.gz##899.0	Polybius	Pred	v3siia---	p-s---mn-	a-s---mns	πρακτικός	4	1	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.15.9-s26221-w0	Polybius_Book9.tb.a.gz##142.0	Polybius	Sb	v3spia---	v--pna---	n-s---fn-	ἀνάγκη	19	20	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-1.82-s13188-w0	Polybius_Book1.tb.a.gz##937.0	Polybius	Pred	v3siia---	n-s---mn-	v-sapamn-	παραλαμβάνω	1	3	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.15.10-s26222-w0	Polybius_Book9.tb.a.gz##143.0	Polybius	Pred	v3spia---	p-s---nn-	v-srpann-	ἔοικα	13	14	Sb-P	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-9.12.1-s26179-w0	Polybius_Book9.tb.a.gz##100.0	Polybius	Pred	v3spia---	v--pna---	a-s---nn-	δυνατός	7	3	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.38-s12703-w0	Polybius_Book1.tb.a.gz##452.0	Polybius	Atr	v3siia---	n-p---fa-	a-s---fn-	βαρύς	55	54	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.9.8-s28680-w0	Polybius_Book10.tb.a.gz##69.0	Polybius	Obj	v--pna---	v--ana---	a-s---na-	ἀναγκαῖος	27	13	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.19.7-s26261-w0	Polybius_Book9.tb.a.gz##182.0	Polybius	Sb	v--pna---	n-s---fa-	n-s---fa-	ἡμίσεια	3	11	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.18.1-s28785-w0	Polybius_Book10.tb.a.gz##174.0	Polybius	Pred	v3piia---	a-_---___	v-prpemn-	καταλαμβάνω	1	5	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.13-s12367-w0	Polybius_Book1.tb.a.gz##116.0	Polybius	Pred	v3ppia--------	v-papmfn-	a-p---fn-	πρῶτος	8	3	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.56-s12895-w0	Polybius_Book1.tb.a.gz##644.0	Polybius	Pred	v3spia---	l-p---nn-	v-pppenn-	δέομαι	18	26	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.48.1-s29109-w0	Polybius_Book10.tb.a.gz##498.0	Polybius	Pred	v3ppia---	a-p---mn-	a-p---mn-	πλωτός	3	7	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.26-s12560-w0	Polybius_Book1.tb.a.gz##309.0	Polybius	Atr	v3siia---	l-s---nn-	a-s---nn-	στερεός	28	33	Sb-P	subtree	#Reconstructed	0	gapping	2nd
a-tlg0543.tlg001-1.2-s12257-w0	Polybius_Book1.tb.a.gz##6.0	Polybius	Pred	v3ppia---	p-p---fn-	a-p---fn-	ἄξιος	9	6	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.30.5-s28888-w0	Polybius_Book10.tb.a.gz##277.0	Polybius	Pred	v3siia---	v--ana---	a-s---nn-	οἷος	12	8	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.43.3-s29037-w0	Polybius_Book10.tb.a.gz##426.0	Polybius	Pred	v3spia---	v--pna---	a-s---nn-	δυνατός	14	12	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.26-s12552-w0	Polybius_Book1.tb.a.gz##301.0	Polybius	Sb	v--pna---	n-s---ma-	a-s---ma-	πελάγιος	8	11	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.4.4-s26106-w0	Polybius_Book9.tb.a.gz##27.0	Polybius	Sb	v--pna---	n-s---ma-	a-s---ma-	ἀμφίδοξος	23	25	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.41-s12742-w0	Polybius_Book1.tb.a.gz##491.0	Polybius	Pred	v3siia---	n-s---nn-	a-s---nn-	τεσσαρεσκαιδέκατος	1	6	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.26.8-s26327-w0	Polybius_Book9.tb.a.gz##248.0	Polybius	Pred	v3spia---	l-s---nn-	a-s---nn_	τοιοῦτος	1	5	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.7.6-s28669-w0	Polybius_Book10.tb.a.gz##58.0	Polybius	Obj	v--pna---	v--pna---	a-s---na-	ἐπισφαλής	18	19	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.45.3-s29064-w0	Polybius_Book10.tb.a.gz##453.0	Polybius	Pred	v3spia---	p-s---nn-	v-srpenn-	ὁρίζω	10	12	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.87-s13240-w0	Polybius_Book1.tb.a.gz##989.0	Polybius	Adv	v3siia---	l-p---nn-	a-p---nn-	ἑτοῖμος	5	9	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.12.6-s28712-w0	Polybius_Book10.tb.a.gz##101.0	Polybius	Pred	v3siia---	n-s---fn-	a-s---fn-	ἄνισος	40	37	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.14-s12388-w0	Polybius_Book1.tb.a.gz##137.0	Polybius	Adv	v3spia---	v--pna---	a-s---nn-	δυνατός	29	31	Sb-P	subtree	#Reconstructed	0	annotation error (coordinated nominal)	2nd
a-tlg0543.tlg001-10.46.6-s29084-w0	Polybius_Book10.tb.a.gz##473.0	Polybius	Pred	v3spia---	n-s---nn-	n-s---nn-	γράμμα	6	4	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.65-s12987-w0	Polybius_Book1.tb.a.gz##736.0	Polybius	Pred	v3spia---	v--ana---	a-s---ma-	χρήσιμος	26	22	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-9.10.5-s26160-w0	Polybius_Book9.tb.a.gz##81.0	Polybius	Obj	v--pna---	v-sppena-	n-s---na-	ἁμάρτημα	33	36	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.5.6-s28647-w0	Polybius_Book10.tb.a.gz##36.0	Polybius	Pred	v3siia---	n-s---nn-	p-s---nn-	οὐδείς	4	2	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.17.1-s28766-w0	Polybius_Book10.tb.a.gz##155.0	Polybius	Sb	v3spia---	v--pne---	v-srpann-	εἰκός	25	24	P-Sb	subtree	#Reconstructed			2nd
a-tlg0543.tlg001-10.5.10-s28651-w0	Polybius_Book10.tb.a.gz##40.0	Polybius	Pred	v3sfim---	p-s---nn-	a-s---nn-	συμφανής	5	6	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.56-s12891-w0	Polybius_Book1.tb.a.gz##640.0	Polybius	Pred	v3siia---	n-s---nn-	a-s---nn-	ὀκτωκαιδέκατος	1	4	Sb-P	subtree	εἰμί			2nd
a-tlg0543.tlg001-1.67-s12998-w0	Polybius_Book1.tb.a.gz##747.0	Polybius	Pred	v3siia---	n-s---nn-	a-s---nn-	πλήρης	20	18	P-Sb	subtree	εἰμί			2nd
a-tlg0543.tlg001-10.10.1-s28682-w0	Polybius_Book10.tb.a.gz##71.0	Polybius	Pred	v3spia---	n-s---nn-	a-_---___	δέκα	12	17	Sb-P	subtree	#Reconstructed	0	gapping	2nd
a-tlg0543.tlg001-10.44.2-s29048-w0	Polybius_Book10.tb.a.gz##437.0	Polybius	Obj	v--pna---	n-s---na-	n-s---mg-	πῆχυς	12	13	Sb-P	subtree	#Reconstructed	0	gapping	2nd
a-tlg0543.tlg001-10.10.11-s28694-w0	Polybius_Book10.tb.a.gz##83.0	Polybius	Pred	v3sfim---	a-s---mn-	n-s---mg-	Ἀλήτης	15	16	Sb-P	subtree	#Reconstructed	0	gapping	2nd
