a-tlg0085.tlg002-878-886-s11896-w35	a-tlg0085.tlg002-878-886-s11896-w0	tlg0085.tlg002.perseus-grc2.tb.a.gz##380.0	a-tlg0085.	genre	subgenre	n-p---fn-	v-pppafn-	1	10	order	subtree	#Reconstructed
a-tlg0020.tlg002-405-s33222-w13	a-tlg0020.tlg002-405-s33222-w0	tlg0020.tlg002.perseus-grc1.tb.a.gz##264.0	a-tlg0020.	genre	subgenre	a-s---mn-	a-s---mnc	5	6	order	subtree	#Reconstructed
a-tlg0011.tlg001-431-433-s2923-w25	a-tlg0011.tlg001-431-433-s2923-w0	tlg0011.tlg001.perseus-grc2.tb.a.gz##236.0	a-tlg0011.	genre	subgenre	n-s---mn-	v3saia---	22	4	order	subtree	#Reconstructed
a-tlg0085.tlg002-878-886-s11896-w35	a-tlg0085.tlg002-878-886-s11896-w0	tlg0085.tlg002.perseus-grc2.tb.a.gz##380.0	a-tlg0085.	genre	subgenre	n-s---fn-	a-s---fn-	12	11	order	subtree	#Reconstructed
a-tlg0012.tlg002-2.132-2.133-s3432-w16	a-tlg0012.tlg002-2.132-2.133-s3432-w0	tlg0012.tlg002.perseus-grc1.2.tb.a.gz##76.0	a-tlg0012.	genre	subgenre	v--pna---	a-s---nn-	5	1	order	subtree	#Reconstructed
a-tlg0012.tlg001-24.425-24.427-s28135-w32	a-tlg0012.tlg001-24.425-24.427-s28135-w0	tlg0012.tlg001.perseus-grc1.24.tb.a.gz##234.0	a-tlg0012.	genre	subgenre	v--pna---	a-s---nn-	10	6	order	subtree	#Reconstructed
a-tlg0011.tlg005-703-704-s30016-w12	a-tlg0011.tlg005-703-704-s30016-w0	tlg0011.tlg005.perseus-grc2.tb.a.gz##365.0	a-tlg0011.	genre	subgenre	a-s---mn-	a-s---mn-	1	10	order	subtree	#Reconstructed
a-tlg0011.tlg005-1039-s30239-w7	a-tlg0011.tlg005-1039-s30239-w0	tlg0011.tlg005.perseus-grc2.tb.a.gz##588.0	a-tlg0011.	genre	subgenre	v--pna---	a-s---nn-	5	2	order	subtree	#Reconstructed
a-tlg0012.tlg002-8.154-8.157-s20684-w38	a-tlg0012.tlg002-8.154-8.157-s20684-w0	tlg0012.tlg002.perseus-grc1.8.tb.a.gz##86.0	a-tlg0012.	genre	subgenre	n-p---nn-	n-p----d-	1	6	order	subtree	#Reconstructed
a-tlg0011.tlg002-701-704-s19046-w10	a-tlg0011.tlg002-701-704-s19046-w0	tlg0011.tlg002.perseus-grc2.tb.a.gz##365.0	a-tlg0011.	genre	subgenre	n-s---nn-	a-s---nnc	12	13	order	subtree	εἰμί1
a-tlg0008.tlg001-13.84-s15282-w3	a-tlg0008.tlg001-13.84-s15282-w0	Athenaeus_Book13.tb.a.gz##1303.0	a-tlg0008.	genre	subgenre	n-s---nn-	n-s---nn-	6	4	order	subtree	εἰμί
a-tlg0085.tlg001-296-s18273-w7	a-tlg0085.tlg001-296-s18273-w0	tlg0085.tlg001.perseus-grc2.tb.a.gz##121.0	a-tlg0085.	genre	subgenre	n-p---nn-	a-p---nn-	5	1	order	subtree	#Reconstructed
a-tlg0011.tlg002-679-680-s19035-w18	a-tlg0011.tlg002-679-680-s19035-w0	tlg0011.tlg002.perseus-grc2.tb.a.gz##354.0	a-tlg0011.	genre	subgenre	v--ana---	a-s---nnc	9	1	order	subtree	#Reconstructed
a-tlg0011.tlg003-580-s2230-w6	a-tlg0011.tlg003-580-s2230-w0	tlg0011.tlg003.perseus-grc1.tb.a.gz##328.0	a-tlg0011.	genre	subgenre	n-s---fn-	a-s---nn-	4	3	order	subtree	#Reconstructed
a-tlg0011.tlg002-566-s18982-w9	a-tlg0011.tlg002-566-s18982-w0	tlg0011.tlg002.perseus-grc2.tb.a.gz##301.0	a-tlg0011.	genre	subgenre	p-s---nn-	p-s---fd-	1	4	order	subtree	#Reconstructed
a-tlg0012.tlg001-3.365-s26717-w10	a-tlg0012.tlg001-3.365-s26717-w0	tlg0012.tlg001.perseus-grc1.3.tb.a.gz##193.0	a-tlg0012.	genre	subgenre	p-s---mn-	a-s---mnc	4	7	order	subtree	#Reconstructed
a-tlg0085.tlg005-312-313-s22046-w13	a-tlg0085.tlg005-312-313-s22046-w0	tlg0085.tlg005.perseus-grc1.tb.a.gz##118.0	a-tlg0085.	genre	subgenre	n-p---mn-	p-p---mn-	5	1	order	subtree	#Reconstructed
a-tlg0012.tlg002-13.109-13.111-s25286-w20	a-tlg0012.tlg002-13.109-13.111-s25286-w0	tlg0012.tlg002.perseus-grc1.13.tb.a.gz##58.0	a-tlg0012.	genre	subgenre	p-p---fn-	a-p---fn-	15	21	order	subtree	εἰμί1
a-tlg0012.tlg002-4.103-s27486-w7	a-tlg0012.tlg002-4.103-s27486-w0	tlg0012.tlg002.perseus-grc1.4.tb.a.gz##51.0	a-tlg0012.	genre	subgenre	n-s---mn-	a-s---mn-	3	1	order	subtree	#Reconstructed
a-tlg0008.tlg001-12.57-s16376-w32	a-tlg0008.tlg001-12.57-s16376-w0	Athenaeus_Book12.tb.a.gz##689.0	a-tlg0008.	genre	subgenre	v--pna---	a-s---nn-	6	5	order	subtree	#Reconstructed
a-tlg0059.tlg001-urn:cts:greekLit:tlg0059.tlg001:1-s7281-w28	a-tlg0059.tlg001-urn:cts:greekLit:tlg0059.tlg001:1-s7281-w0	tlg0059.tlg001.perseus-grc1.tb.a.gz##270.0	a-tlg0059.	genre	subgenre	a-s---nn-	a-s---nn-	10	13	order	subtree	#Reconstructed
a-tlg0012.tlg001-19.177-s26873-w3	a-tlg0012.tlg001-19.177-s26873-w0	tlg0012.tlg001.perseus-grc1.19.tb.a.gz##100.0	a-tlg0012.	genre	subgenre	p-s---fn-	n-s---fn-	1	2	order	subtree	εἰμί1
a-tlg0016.tlg001-1.32-s5673-w18	a-tlg0016.tlg001-1.32-s5673-w0	Herodotus_Book1.tb.a.gz##217.0	a-tlg0016.	genre	subgenre	l-s---mn-	a-s---mnc	1	10	order	subtree	#Reconstructed
a-tlg0085.tlg002-688-690-s11788-w15	a-tlg0085.tlg002-688-690-s11788-w0	tlg0085.tlg002.perseus-grc2.tb.a.gz##272.0	a-tlg0085.	genre	subgenre	n-p---mn-	a-p---mnc	12	14	order	subtree	εἰμί1
a-tlg0060.tlg001-11.89.1-s10253-w11	a-tlg0060.tlg001-11.89.1-s10253-w0	DiodorusSic_Book11.tb.a.gz##947.0	a-tlg0060.	genre	subgenre	v--ana---	a-s---nn-	12	10	order	subtree	εἰμί
a-tlg0008.tlg001-13.33-s14482-w17	a-tlg0008.tlg001-13.33-s14482-w0	Athenaeus_Book13.tb.a.gz##503.0	a-tlg0008.	genre	subgenre	v--pna---	n-s---mn-	13	8	order	subtree	#Reconstructed
a-tlg0012.tlg001-2.130-2.133-s31055-w8	a-tlg0012.tlg001-2.130-2.133-s31055-w0	tlg0012.tlg001.perseus-grc1.2.tb.a.gz##77.0	a-tlg0012.	genre	subgenre	n-p---mn-	n-p---mn-	2	7	order	subtree	εἰμί1
a-tlg0059.tlg001-urn:cts:greekLit:tlg0059.tlg001:1-s7123-w1	a-tlg0059.tlg001-urn:cts:greekLit:tlg0059.tlg001:1-s7123-w0	tlg0059.tlg001.perseus-grc1.tb.a.gz##112.0	a-tlg0059.	genre	subgenre	a-s---nn-	a-s---nn-	7	8	order	subtree	εἰμί1
a-tlg0012.tlg002-12.127-12.130-s29200-w25	a-tlg0012.tlg002-12.127-12.130-s29200-w0	tlg0012.tlg002.perseus-grc1.12.tb.a.gz##68.0	a-tlg0012.	genre	subgenre	a-p---nn-	m--------	23	21	order	subtree	#Reconstructed
a-tlg0016.tlg001-1.147.2-s6517-w1	a-tlg0016.tlg001-1.147.2-s6517-w0	Herodotus_Book1.tb.a.gz##1061.0	a-tlg0016.	genre	subgenre	a-p---mn-	n-p---mn-	3	4	order	subtree	εἰμί
a-tlg0011.tlg005-964-966-s30190-w5	a-tlg0011.tlg005-964-966-s30190-w0	tlg0011.tlg005.perseus-grc2.tb.a.gz##539.0	a-tlg0011.	genre	subgenre	n-s---mn-	n-s---mn-	7	6	order	subtree	εἰμί1
a-tlg0011.tlg001-943-s3161-w3	a-tlg0011.tlg001-943-s3161-w0	tlg0011.tlg001.perseus-grc2.tb.a.gz##474.0	a-tlg0011.	genre	subgenre	d--------	a-p---nn-	2	1	order	subtree	εἰμί1
a-tlg0020.tlg002-706-s33377-w9	a-tlg0020.tlg002-706-s33377-w0	tlg0020.tlg002.perseus-grc1.tb.a.gz##419.0	a-tlg0020.	genre	subgenre	n-s---fn-	a-s---fn-	3	1	order	subtree	#Reconstructed
